title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,latitude,longitude
Ergens In Breda,5.0,2,Prinsenkade,Breda,,NL,http://www.ergensinbreda.nl/,+31 6 27970320,Pub,"https://www.google.com/maps/place/Ergens+In+Breda/@51.5897898,4.7722057,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f1e42aa9615:0x62de6510f71ff849!8m2!3d51.5897898!4d4.7722057!16s%2Fg%2F11sjy5xbf_?hl=en",51.5897898,4.7722057
Café Nassau,3.6,181,Vismarktstraat 5,Breda,,NL,https://www.cafenassaubreda.nl/,,Pub,"https://www.google.com/maps/place/Caf%C3%A9+Nassau/@51.5895981,4.7738621,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8649e748dd:0x8c723db367826c02!8m2!3d51.5895981!4d4.7738621!16s%2Fg%2F11bykym608?hl=en",51.5895981,4.7738621
Mon Dieu Gastrotèque Wijnbar Breda,5.0,28,Kerkplein 5,Breda,,NL,,+31 6 41651291,Wine bar,"https://www.google.com/maps/place/Mon+Dieu+Gastrot%C3%A8que+Wijnbar+Breda/@51.5887134,4.7754265,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f292023e14b:0x84658897c4b26895!8m2!3d51.5887134!4d4.7754265!16s%2Fg%2F11tnxwgjz0?hl=en",51.5887134,4.7754265
Monte Cristo Breda,4.2,38,Nieuwe Haagdijk 42,Breda,,NL,,+31 6 11197850,Lounge,"https://www.google.com/maps/place/Monte+Cristo+Breda/@51.5863444,4.7640137,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a020bb55a1fb:0x5e5c758e74bf79c9!8m2!3d51.5863444!4d4.7640137!16s%2Fg%2F11gg6djrrk?hl=en",51.5863444,4.7640137
Holy Moly Club,4.5,589,Torenstraat 17,Breda,,NL,https://holymolybreda.nl/,+31 76 887 5765,Restaurant,"https://www.google.com/maps/place/Holy+Moly+Club/@51.5888,4.7746938,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fa55dc38f33:0x5dc37a553ce257f3!8m2!3d51.5888!4d4.7746938!16s%2Fg%2F11mw7f0__b?hl=en",51.5888,4.7746938
EsPintxos,4.2,116,Grote Markt 50,Breda,,NL,http://espintxos.com/,+31 76 887 8810,Tapas bar,"https://www.google.com/maps/place/EsPintxos/@51.5891662,4.776198,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fc209230dd9:0x2d803f86642bb3!8m2!3d51.5891662!4d4.776198!16s%2Fg%2F11t34st913?hl=en",51.5891662,4.776198
Huissommelier,5.0,15,Dirk Hartogstraat 47,Breda,,NL,https://huissommelier.nl/,+31 6 55627935,Caterer,"https://www.google.com/maps/place/Huissommelier/@51.572063,4.756371,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f97c07eaf17:0xdfcb15f5e8cef8c6!8m2!3d51.572063!4d4.756371!16s%2Fg%2F11m9wycd9m?hl=en",51.572063,4.756371
Café De Vrachtwagen,4.0,51,Reigerstraat 15,Breda,,NL,http://www.facebook.com/devrachtwagen,,Pub,"https://www.google.com/maps/place/Caf%C3%A9+De+Vrachtwagen/@51.5892675,4.7746336,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86528f6bcf:0x2262d434c83d6069!8m2!3d51.5892675!4d4.7746336!16s%2Fg%2F1tfqq50_?hl=en",51.5892675,4.7746336
El Patio Breda,4.1,235,Haven 7,Breda,,NL,http://www.laperlabreda.nl/,+31 76 522 2094,Spanish restaurant,"https://www.google.com/maps/place/El+Patio+Breda/@51.5888048,4.7722991,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87d6f4bdf1:0xa7e81b87d2aa0659!8m2!3d51.5888048!4d4.7722991!16s%2Fg%2F11d_7hkdly?hl=en",51.5888048,4.7722991
Restaurant Colins - Breda,4.3,703,Ginnekenweg 24,Breda,,NL,http://www.colins.nu/,+31 76 210 3103,Bar & grill,"https://www.google.com/maps/place/Restaurant+Colins+-+Breda/@51.578092,4.779384,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a02dae86ab49:0xa277626dbbd242c2!8m2!3d51.578092!4d4.779384!16s%2Fg%2F11g8vy2_1l?hl=en",51.578092,4.779384
Wijnbar Petit Bardot,4.3,84,Van Coothplein 10,Breda,,NL,http://petitbardot.nl/,+31 76 888 3111,Wine bar,"https://www.google.com/maps/place/Wijnbar+Petit+Bardot/@51.5833175,4.7773831,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a0297db14e3f:0xfdc0debc9934995!8m2!3d51.5833175!4d4.7773831!16s%2Fg%2F11dzt3d37s?hl=en",51.5833175,4.7773831
HuizeMonopoly,5.0,3,Mauritsstraat 10A,Breda,,NL,,,Bar,"https://www.google.com/maps/place/HuizeMonopoly/@51.5923333,4.7846471,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fe86d5b7103:0xdea8f4b2675dad26!8m2!3d51.5923333!4d4.7846471!16s%2Fg%2F11j69cf6xp?hl=en",51.5923333,4.7846471
Club Danza,3.7,15,Visserstraat 10,Breda,,NL,,,Bar,"https://www.google.com/maps/place/Club+Danza/@51.5885347,4.7732068,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87c5f80b43:0x4cd4e1c8fc09b0dd!8m2!3d51.5885347!4d4.7732068!16s%2Fg%2F11cn0k0w7z?hl=en",51.5885347,4.7732068
Geisha Lounge,4.0,1001,Havermarkt 21,Breda,,NL,http://www.geishalounge.nl/,+31 76 532 4805,Japanese restaurant,"https://www.google.com/maps/place/Geisha+Lounge/@51.5891355,4.773781,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87b55749cf:0x5ce89d2be3316385!8m2!3d51.5891355!4d4.773781!16s%2Fg%2F11bwkj3z3k?hl=en",51.5891355,4.773781
Café Bruxelles,4.1,1195,Havermarkt 5,Breda,,NL,http://www.bruxelles.nl/,+31 76 521 5211,Pub,"https://www.google.com/maps/place/Caf%C3%A9+Bruxelles/@51.5891667,4.7738888,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f864b4abca5:0x649386a0ce4b3cb1!8m2!3d51.5891667!4d4.7738888!16s%2Fg%2F1tjz2l94?hl=en",51.5891667,4.7738888
Wijnbar Pinot,4.7,232,Grote Markt 46,Breda,,NL,http://www.wijnbarpinot.nl/,+31 76 532 9077,Wine bar,"https://www.google.com/maps/place/Wijnbar+Pinot/@51.5890361,4.7762444,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f871d5375a9:0x134d2768fb4e97bf!8m2!3d51.5890361!4d4.7762444!16s%2Fg%2F11b6d860kx?hl=en",51.5890361,4.7762444
Captain Breda,3.8,276,Reigerstraat 22,Breda,,NL,http://www.dekapiteinbreda.nl/,+31 76 205 5127,Bar,"https://www.google.com/maps/place/Captain+Breda/@51.5894474,4.7750969,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8656a00bf7:0x9aae79e7594cc1d4!8m2!3d51.5894474!4d4.7750969!16s%2Fg%2F11bwm7x0cq?hl=en",51.5894474,4.7750969
Tapasbar Plan B,4.3,426,Kasteelplein 2,Breda,,NL,http://www.tapasbarplanb.nl/,+31 6 28404394,Tapas bar,"https://www.google.com/maps/place/Tapasbar+Plan+B/@51.5897313,4.7764135,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86e5634bf7:0xf308dc000e6371fe!8m2!3d51.5897313!4d4.7764135!16s%2Fg%2F1w0q_3nw?hl=en",51.5897313,4.7764135
Los Olivos,4.5,189,Haagweg 431,Breda,,NL,http://www.losolivosbreda.nl/,+31 6 19861843,Tapas bar,"https://www.google.com/maps/place/Los+Olivos/@51.5776233,4.7404106,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a00586128d63:0x1d0d20e9c90818b0!8m2!3d51.5776233!4d4.7404106!16s%2Fg%2F11css6lk4w?hl=en",51.5776233,4.7404106
Barbier Breda,4.3,203,Vismarktstraat 11,Breda,,NL,http://www.barbierbreda.nl/,+31 6 44940460,Restaurant,"https://www.google.com/maps/place/Barbier+Breda/@51.5896536,4.7736632,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86365ad107:0xa0222a8669a75b9b!8m2!3d51.5896536!4d4.7736632!16s%2Fg%2F11h9zbbtlr?hl=en",51.5896536,4.7736632
Peddels,4.0,247,Havermarkt 8,Breda,,NL,http://www.peddels-breda.nl/,+31 76 889 7271,Bar,"https://www.google.com/maps/place/Peddels/@51.5893264,4.7737781,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f864a7e4cf7:0xc950925e2a0d6e7d!8m2!3d51.5893264!4d4.7737781!16s%2Fg%2F1tf19zkv?hl=en",51.5893264,4.7737781
Café Buckets,3.8,13,Havermarkt 27,Breda,,NL,http://www.cafebuckets.nl/,,Bar,"https://www.google.com/maps/place/Caf%C3%A9+Buckets/@51.5890891,4.7734936,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f9a488d1ed1:0xaa6b86153a6b00d!8m2!3d51.5890891!4d4.7734936!16s%2Fg%2F11h4cq7606?hl=en",51.5890891,4.7734936
Borrel Bar Breda,4.3,88,Sint Janstraat 3,Breda,,NL,https://www.facebook.com/caferebelyellbreda,,Pub,"https://www.google.com/maps/place/Borrel+Bar+Breda/@51.5877026,4.7769915,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87408357ab:0x715776837a924efc!8m2!3d51.5877026!4d4.7769915!16s%2Fg%2F11cmtwg7h_?hl=en",51.5877026,4.7769915
ESN Breda Bar,,0,Sint Janstraat 3A,Breda,,NL,,,Bar,"https://www.google.com/maps/place/ESN+Breda+Bar/@51.5878237,4.7770399,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fc3cf6e1d7b:0xe53bf6c0f9d4ff18!8m2!3d51.5878237!4d4.7770399!16s%2Fg%2F11tx6y9tpz?hl=en",51.5878237,4.7770399
Venise Bar,3.9,26,Halstraat 30,Breda,,NL,http://venise-bar.nl/,+31 6 39548148,Gay bar,"https://www.google.com/maps/place/Venise+Bar/@51.5867013,4.7773026,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f875a37afab:0x5aaa39248c5b9beb!8m2!3d51.5867013!4d4.7773026!16s%2Fg%2F1hg50b5t8?hl=en",51.5867013,4.7773026
Flamingoos,4.5,16,Sint Janstraat 5,Breda,,NL,http://www.flamingoos.nl/,+31 6 14202750,Gay bar,"https://www.google.com/maps/place/Flamingoos/@51.587782,4.7771591,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87382807ad:0x6d17b2450d5ea927!8m2!3d51.587782!4d4.7771591!16s%2Fg%2F1tfk_dyh?hl=en",51.587782,4.7771591
Whisky & Gin Breda,4.9,72,Nieuwe Ginnekenstraat 18,Breda,,NL,https://www.whiskyandgin.nl/,+31 76 887 4868,Bar,"https://www.google.com/maps/place/Whisky+%26+Gin+Breda/@51.58223,4.7768449,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a17e549b843f:0x7f12a5cbb15507c!8m2!3d51.58223!4d4.7768449!16s%2Fg%2F11h915bksc?hl=en",51.58223,4.7768449
't Piggenhuis,4.6,101,Nieuwstraat 19,Breda,,NL,,+31 6 12476270,Bar,"https://www.google.com/maps/place/''t+Piggenhuis'/@51.5868306,4.7747643,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8783d50bf7:0x1b0801ecee8d8442!8m2!3d51.5868306!4d4.7747643!16s%2Fg%2F1tfzr3qb?hl=en",51.5868306,4.7747643
Beach & Lounge club Spider “rooftop bar”,,0,Nieuwe Prinsenkade,Breda,,NL,,,Bar,"https://www.google.com/maps/place/Beach+%26+Lounge+club+Spider+%E2%80%9Crooftop+bar%E2%80%9D/@51.5913405,4.771589,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f2fae50e6a5:0x5c8c01a2c392141b!8m2!3d51.5913405!4d4.771589!16s%2Fg%2F11j658lbnt?hl=en",51.5913405,4.771589
Big Belly Bar & Garden,4.8,239,Prinsenkade 3,Breda,,NL,https://www.bigbellybar.nl/,+31 76 303 8776,Restaurant,"https://www.google.com/maps/place/Big+Belly+Bar+%26+Garden/@51.5887403,4.7712178,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69ff2bbafb2a5:0xea1ea37aa08a257b!8m2!3d51.5887403!4d4.7712178!16s%2Fg%2F11hptbl3s_?hl=en",51.5887403,4.7712178
Bar Copa,4.4,36,Kerkplein 3,Breda,,NL,http://www.barcopa.nl/,+31 76 562 1374,Bar,"https://www.google.com/maps/place/Bar+Copa/@51.5887503,4.7755342,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fd311d58235:0xb34351fda106a091!8m2!3d51.5887503!4d4.7755342!16s%2Fg%2F11rd4pmdcl?hl=en",51.5887503,4.7755342
De Botanist - Bar & Kitchen,4.4,599,Tolbrugstraat 19,Breda,,NL,https://www.debotanistbreda.nl/,+31 76 720 0010,Restaurant,"https://www.google.com/maps/place/De+Botanist+-+Bar+%26+Kitchen/@51.5882135,4.7715059,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f9816b3af61:0x77682f2f256c75e5!8m2!3d51.5882135!4d4.7715059!16s%2Fg%2F11g_z270ck?hl=en",51.5882135,4.7715059
BAAI,4.3,503,Markkade 1AB,Breda,,NL,http://www.baaibreda.nl/,+31 76 700 2713,Bar,"https://www.google.com/maps/place/BAAI/@51.5933815,4.7709072,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fb1c144fc3f:0x63d17add2973fe87!8m2!3d51.5933815!4d4.7709072!16s%2Fg%2F11h45w6qqd?hl=en",51.5933815,4.7709072
Bar Le Petit,4.6,80,Van Coothplein 4,Breda,,NL,,+31 6 81427410,Bar,"https://www.google.com/maps/place/Bar+Le+Petit/@51.583473,4.7779962,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a02bd4749b6f:0xa07ed0a6dca77362!8m2!3d51.583473!4d4.7779962!16s%2Fg%2F1tgp006b?hl=en",51.583473,4.7779962
Old Dutch Sports Bar & Restaurant,4.1,639,Sint Janstraat 3A,Breda,,NL,http://olddutchbreda.nl/,+31 76 532 0592,American restaurant,"https://www.google.com/maps/place/Old+Dutch+Sports+Bar+%26+Restaurant/@51.587731,4.7770934,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f873f7e2715:0xd670e78f86a34cc8!8m2!3d51.587731!4d4.7770934!16s%2Fg%2F11c35x5_t3?hl=en",51.587731,4.7770934
Coyote Breda,3.8,266,Visserstraat 3,Breda,,NL,http://www.coyotebreda.nl/,+31 6 10846622,Bar,"https://www.google.com/maps/place/Coyote+Breda/@51.5884026,4.7729574,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87c51b8b33:0x20d750c214daa183!8m2!3d51.5884026!4d4.7729574!16s%2Fg%2F11cn0kxg58?hl=en",51.5884026,4.7729574
"THE Irish Pub, O'Mearas of Breda",4.5,783,Reigerstraat 6,Breda,,NL,https://m.facebook.com/omearas.breda/?locale2=nl_NL,,Irish pub,"https://www.google.com/maps/place/THE+Irish+Pub,+O'Mearas+of+Breda/@51.5894879,4.7758395,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86fbe1d1b3:0x91a2f26aa24a8970!8m2!3d51.5894879!4d4.7758395!16s%2Fg%2F1tqt8wy_?hl=en",51.5894879,4.7758395
Karaokebar Ameezing,4.1,241,Visserstraat 9,Breda,,NL,http://www.karaokebarameezing.nl/,microphones3,Bar,"https://www.google.com/maps/place/Karaokebar+Ameezing/@51.5887494,4.7731068,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87cef74475:0x102aefc0ac5b55da!8m2!3d51.5887494!4d4.7731068!16s%2Fg%2F11b7rxkmgb?hl=en",51.5887494,4.7731068
"Irish Pub Breda, Mad Molly's",4.7,398,Schoolstraat 6,Breda,,NL,http://www.madmollysirishpub.nl/,+31 76 889 3688,Irish pub,"https://www.google.com/maps/place/Irish+Pub+Breda,+Mad+Molly's/@51.589647,4.774489,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f864facfe2d:0x673cae3d915972a6!8m2!3d51.589647!4d4.774489!16s%2Fg%2F11bxjjj2lz?hl=en",51.589647,4.774489
the Baron,4.0,241,Boschstraat 127,Breda,,NL,http://www.debaron.eu/,+31 76 520 0022,Cannabis store,"https://www.google.com/maps/place/Cannabis+Store/@51.5915047,4.784692,17z/data=!3m1!4b1!4m2!3m1!1s0x47c69f82031750b5:0x5aaee5132b4eb15?hl=en",51.5915047,4.784692
Coffeeshop Majestic,3.6,350,Boschstraat 154,Breda,,NL,,,Cannabis store,"https://www.google.com/maps/place/Cannabis+Store/@51.5911128,4.784184,17z/data=!3m1!4b1!4m2!3m1!1s0x47c69f81f404baeb:0xebae93d0a02e49d?hl=en",51.5911128,4.784184
Sky Coffeeshop,3.6,217,Haagweg 56,Breda,,NL,https://facebook.com/skybreda/?locale2=nl_NL,+31 76 889 6565,Cannabis store,"https://www.google.com/maps/place/Cannabis+Store/@51.584424,4.760052,17z/data=!3m1!4b1!4m2!3m1!1s0x47c6a021ca9822c1:0x8089a3c047d0a705?hl=en",51.584424,4.760052
Coffeeshop Paradise,4.0,400,Sint Annastraat 3,Breda,,NL,https://m.facebook.com/hetparadijsbreda/,+31 76 514 1417,Cannabis store,"https://www.google.com/maps/place/Cannabis+Store/@51.588682,4.778114,17z/data=!3m1!4b1!4m2!3m1!1s0x47c69f872c04c2fb:0x3787ea553529a70e?hl=en",51.588682,4.778114
Pax,4.0,145,Nijverheidssingel 8,Breda,,NL,,+31 76 521 3239,Cannabis store,"https://www.google.com/maps/place/Pax/@51.5905749,4.7660596,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f88d4811a93:0x3b08fe7e05f229a0!8m2!3d51.5905749!4d4.7660596!16s%2Fg%2F1tl8jy7l?hl=en",51.5905749,4.7660596
Purple Rain,3.8,610,Willemstraat 12,Breda,,NL,,,Cannabis store,"https://www.google.com/maps/place/Purple+Rain/@51.5934956,4.7798798,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f838f6bc107:0xdf6212a40b0ea201!8m2!3d51.5934956!4d4.7798798!16s%2Fg%2F1v_0hzrj?hl=en",51.5934956,4.7798798
The Cat,4.4,384,Marterring 1,Breda,,NL,,+31 76 514 7464,Cannabis store,"https://www.google.com/maps/place/The+Cat/@51.5870036,4.805232,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f6196ce42a7:0x824be07e2da15e09!8m2!3d51.5870036!4d4.805232!16s%2Fg%2F1tdwzrmj?hl=en",51.5870036,4.805232
Fly'n'Hy,4.1,414,Houtmarkt 23,Breda,,NL,,+31 76 520 0519,Cannabis store,"https://www.google.com/maps/place/Fly'n'Hy/@51.5864117,4.7773425,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f875804a929:0x79027beabc52a592!8m2!3d51.5864117!4d4.7773425!16s%2Fg%2F11b7lflk3y?hl=en",51.5864117,4.7773425
"Online smartshop - bong, wiet grinder, weegschaal, truffels, cbd, microdosing - Pinda papers",3.4,9,Tuinbouwveilingweg 5c19,Breda,,NL,https://www.pindapapers.nl/,+31 6 42598658,Smart shop,"https://www.google.com/maps/place/Online+smartshop+-+bong,+wiet+grinder,+weegschaal,+truffels,+cbd,+microdosing+-+Pinda+papers/@51.5899821,4.7357618,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f2502ff1f35:0x2ac7bdd35e8c4faa!8m2!3d51.5899821!4d4.7357618!16s%2Fg%2F11p5qnbr57?hl=en",51.5899821,4.7357618
Healthy Smart Store Dreamvalley,4.1,39,Nieuwe Haagdijk 69,Breda,,NL,http://www.dreamvalley.nl/,+31 76 522 4030,Smart shop,"https://www.google.com/maps/place/Healthy+Smart+Store+Dreamvalley/@51.5859137,4.7640499,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a020b956f19b:0xa2f0ab753608d72f!8m2!3d51.5859137!4d4.7640499!16s%2Fg%2F1td2g3py?hl=en",51.5859137,4.7640499
Smartshop Lafumette,4.6,45,Haagweg 14,Breda,,NL,http://la-fumette.nl/,+31 6 24555262,Smart shop,"https://www.google.com/maps/place/Smartshop+Lafumette/@51.5853726,4.7619797,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a020f4347533:0x7c032bcc9cfdd51b!8m2!3d51.5853726!4d4.7619797!16s%2Fg%2F1thvxh5m?hl=en",51.5853726,4.7619797
"420 Shop Online Headshop | bongs, grinders, pipes & vaporizers",4.8,49,Konijnenberg,Breda,,NL,https://420shop.nl/,+31 6 34848442,Store,"https://www.google.com/maps/place/420+Shop+Online+Headshop+%7C+bongs,+grinders,+pipes+%26+vaporizers/@51.6161041,4.7680807,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69e240ddf3b1b:0x5b66cbd293afc99d!8m2!3d51.6161041!4d4.7680807!16s%2Fg%2F11dxntm02l?hl=en",51.6161041,4.7680807
Smart-vitamins.nl,,0,Minervum 7158 A,Breda,,NL,https://www.smart-vitamins.nl/,,Vitamin & supplements store,"https://www.google.com/maps/place/Smart-vitamins.nl/@51.5897742,4.8371217,17z/data=!3m1!4b1!4m6!3m5!1s0x47c699703835723b:0x1d8509c9dae35bab!8m2!3d51.5897742!4d4.8371217!16s%2Fg%2F11hhdyx6_l?hl=en",51.5897742,4.8371217
