title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,latitude,longitude
Proost,4.0,357,Vismarktstraat 20,Breda,,NL,https://www.proostinbreda.nl/,,Club,"https://www.google.com/maps/place/Proost/@51.5897391,4.7737928,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8637c1f8bd:0x3de998be25d44d82!8m2!3d51.5897391!4d4.7737928!16s%2Fg%2F1ptx8lxrx?hl=en&entry=ttu",51.5897391,4.7737928
Wijnbar Petit Bardot,4.3,84,Van Coothplein 10,Breda,,NL,http://petitbardot.nl/,+31 76 888 3111,Wine bar,"https://www.google.com/maps/place/Wijnbar+Petit+Bardot/@51.5833175,4.7773831,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a0297db14e3f:0xfdc0debc9934995!8m2!3d51.5833175!4d4.7773831!16s%2Fg%2F11dzt3d37s?hl=en&entry=ttu",51.5833175,4.7773831
Geisha Lounge,4.0,1003,Havermarkt 21,Breda,,NL,http://www.geishalounge.nl/,+31 76 532 4805,Japanese restaurant,"https://www.google.com/maps/place/Geisha+Lounge/@51.5891355,4.773781,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87b55749cf:0x5ce89d2be3316385!8m2!3d51.5891355!4d4.773781!16s%2Fg%2F11bwkj3z3k?hl=en&entry=ttu",51.5891355,4.773781
Cafe Bril Jantje,4.2,50,Havermarkt 6,Breda,,NL,http://www.cafebriljantje.nl/,,Bar,"https://www.google.com/maps/place/Cafe+Bril+Jantje/@51.589409,4.7738601,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f864a7996b1:0xf9845978047c4b07!8m2!3d51.589409!4d4.7738601!16s%2Fg%2F11f_bzr6z9?hl=en&entry=ttu",51.589409,4.7738601
Restaurant Colins - Breda,4.3,708,Ginnekenweg 24,Breda,,NL,http://www.colins.nu/,+31 76 210 3103,Bar & grill,"https://www.google.com/maps/place/Restaurant+Colins+-+Breda/@51.578092,4.779384,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a02dae86ab49:0xa277626dbbd242c2!8m2!3d51.578092!4d4.779384!16s%2Fg%2F11g8vy2_1l?hl=en&entry=ttu",51.578092,4.779384
Café Bruxelles,4.1,1198,Havermarkt 5,Breda,,NL,http://www.bruxelles.nl/,+31 76 521 5211,Pub,"https://www.google.com/maps/place/Caf%C3%A9+Bruxelles/@51.5891667,4.7738888,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f864b4abca5:0x649386a0ce4b3cb1!8m2!3d51.5891667!4d4.7738888!16s%2Fg%2F1tjz2l94?hl=en&entry=ttu",51.5891667,4.7738888
Wijnbar Pinot,4.7,233,Grote Markt 46,Breda,,NL,http://www.wijnbarpinot.nl/,+31 76 532 9077,Wine bar,"https://www.google.com/maps/place/Wijnbar+Pinot/@51.5890361,4.7762444,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f871d5375a9:0x134d2768fb4e97bf!8m2!3d51.5890361!4d4.7762444!16s%2Fg%2F11b6d860kx?hl=en&entry=ttu",51.5890361,4.7762444
Huissommelier,5.0,15,Dirk Hartogstraat 47,Breda,,NL,https://huissommelier.nl/,+31 6 55627935,Caterer,"https://www.google.com/maps/place/Huissommelier/@51.572063,4.756371,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f97c07eaf17:0xdfcb15f5e8cef8c6!8m2!3d51.572063!4d4.756371!16s%2Fg%2F11m9wycd9m?hl=en&entry=ttu",51.572063,4.756371
Tapasbar Plan B,4.3,428,Kasteelplein 2,Breda,,NL,http://www.tapasbarplanb.nl/,+31 6 28404394,Tapas bar,"https://www.google.com/maps/place/Tapasbar+Plan+B/@51.5897313,4.7764135,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86e5634bf7:0xf308dc000e6371fe!8m2!3d51.5897313!4d4.7764135!16s%2Fg%2F1w0q_3nw?hl=en&entry=ttu",51.5897313,4.7764135
Captain Breda,3.8,279,Reigerstraat 22,Breda,,NL,http://www.dekapiteinbreda.nl/,+31 76 205 5127,Bar,"https://www.google.com/maps/place/Captain+Breda/@51.5894474,4.7750969,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f8656a00bf7:0x9aae79e7594cc1d4!8m2!3d51.5894474!4d4.7750969!16s%2Fg%2F11bwm7x0cq?hl=en&entry=ttu",51.5894474,4.7750969
Barbier Breda,4.3,205,Vismarktstraat 11,Breda,,NL,http://www.barbierbreda.nl/,+31 6 44940460,Restaurant,"https://www.google.com/maps/place/Barbier+Breda/@51.5896536,4.7736632,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86365ad107:0xa0222a8669a75b9b!8m2!3d51.5896536!4d4.7736632!16s%2Fg%2F11h9zbbtlr?hl=en&entry=ttu",51.5896536,4.7736632
Café Buckets,3.8,13,Havermarkt 27,Breda,,NL,http://www.cafebuckets.nl/,,Bar,"https://www.google.com/maps/place/Caf%C3%A9+Buckets/@51.5890891,4.7734936,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f9a488d1ed1:0xaa6b86153a6b00d!8m2!3d51.5890891!4d4.7734936!16s%2Fg%2F11h4cq7606?hl=en&entry=ttu",51.5890891,4.7734936
shots Breda,3.9,219,Vismarktstraat 24,Breda,,NL,http://www.shots-breda.nl/,+31 6 23855950,Pub,"https://www.google.com/maps/place/shots+Breda/@51.5897821,4.773671,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86379d9b01:0x837ab15807e49e36!8m2!3d51.5897821!4d4.773671!16s%2Fg%2F11btx13_mc?hl=en&entry=ttu",51.5897821,4.773671
De Botanist - Bar & Kitchen,4.4,602,Tolbrugstraat 19,Breda,,NL,https://www.debotanistbreda.nl/,+31 76 720 0010,Restaurant,"https://www.google.com/maps/place/De+Botanist+-+Bar+%26+Kitchen/@51.5882135,4.7715059,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f9816b3af61:0x77682f2f256c75e5!8m2!3d51.5882135!4d4.7715059!16s%2Fg%2F11g_z270ck?hl=en&entry=ttu",51.5882135,4.7715059
Borrel Bar Breda,4.3,88,Sint Janstraat 3,Breda,,NL,https://www.facebook.com/caferebelyellbreda,,Pub,"https://www.google.com/maps/place/Borrel+Bar+Breda/@51.5877026,4.7769915,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87408357ab:0x715776837a924efc!8m2!3d51.5877026!4d4.7769915!16s%2Fg%2F11cmtwg7h_?hl=en&entry=ttu",51.5877026,4.7769915
Coyote Breda,3.8,266,Visserstraat 3,Breda,,NL,http://www.coyotebreda.nl/,+31 6 10846622,Bar,"https://www.google.com/maps/place/Coyote+Breda/@51.5884026,4.7729574,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87c51b8b33:0x20d750c214daa183!8m2!3d51.5884026!4d4.7729574!16s%2Fg%2F11cn0kxg58?hl=en&entry=ttu",51.5884026,4.7729574
Old Dutch Sports Bar & Restaurant,4.1,640,Sint Janstraat 3A,Breda,,NL,http://olddutchbreda.nl/,+31 76 532 0592,American restaurant,"https://www.google.com/maps/place/Old+Dutch+Sports+Bar+%26+Restaurant/@51.587731,4.7770934,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f873f7e2715:0xd670e78f86a34cc8!8m2!3d51.587731!4d4.7770934!16s%2Fg%2F11c35x5_t3?hl=en&entry=ttu",51.587731,4.7770934
Bar Le Petit,4.6,80,Van Coothplein 4,Breda,,NL,,+31 6 81427410,Bar,"https://www.google.com/maps/place/Bar+Le+Petit/@51.583473,4.7779962,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a02bd4749b6f:0xa07ed0a6dca77362!8m2!3d51.583473!4d4.7779962!16s%2Fg%2F1tgp006b?hl=en&entry=ttu",51.583473,4.7779962
"THE Irish Pub, O'Mearas of Breda",4.5,784,Reigerstraat 6,Breda,,NL,https://m.facebook.com/omearas.breda/?locale2=nl_NL,,Irish pub,"https://www.google.com/maps/place/THE+Irish+Pub,+O'Mearas+of+Breda/@51.5894879,4.7758395,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86fbe1d1b3:0x91a2f26aa24a8970!8m2!3d51.5894879!4d4.7758395!16s%2Fg%2F1tqt8wy_?hl=en&entry=ttu",51.5894879,4.7758395
Karaokebar Ameezing,4.1,241,Visserstraat 9,Breda,,NL,http://www.karaokebarameezing.nl/,microphones3,Bar,"https://www.google.com/maps/place/Karaokebar+Ameezing/@51.5887494,4.7731068,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87cef74475:0x102aefc0ac5b55da!8m2!3d51.5887494!4d4.7731068!16s%2Fg%2F11b7rxkmgb?hl=en&entry=ttu",51.5887494,4.7731068
"Irish Pub Breda, Mad Molly's",4.7,399,Schoolstraat 6,Breda,,NL,http://www.madmollysirishpub.nl/,+31 76 889 3688,Irish pub,"https://www.google.com/maps/place/Irish+Pub+Breda,+Mad+Molly's/@51.589647,4.774489,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f864facfe2d:0x673cae3d915972a6!8m2!3d51.589647!4d4.774489!16s%2Fg%2F11bxjjj2lz?hl=en&entry=ttu",51.589647,4.774489
't Tapperijke,4.7,46,Grote Markt 61,Breda,,NL,,+31 76 521 5856,Bar,"https://www.google.com/maps/place/''t+Tapperijke'/@51.589309,4.7756864,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f86feec923d:0x7335081a5ddd9692!8m2!3d51.589309!4d4.7756864!16s%2Fg%2F1tdmp8cs?hl=en&entry=ttu",51.589309,4.7756864
BoulesBitesBar Breda,4.2,100,Nieuweweg 83,Breda,,NL,https://www.boulesbitesbar.nl/breda/,+31 76 700 2009,Bar,"https://www.google.com/maps/place/BoulesBitesBar+Breda/@51.5871686,4.7726029,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fa789baf631:0x6e45a39c8eb8f156!8m2!3d51.5871686!4d4.7726029!16s%2Fg%2F11k940xy0_?hl=en&entry=ttu",51.5871686,4.7726029
ESN Breda Bar,,0,Sint Janstraat 3A,Breda,,NL,,,Bar,"https://www.google.com/maps/place/ESN+Breda+Bar/@51.5878237,4.7770399,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fc3cf6e1d7b:0xe53bf6c0f9d4ff18!8m2!3d51.5878237!4d4.7770399!16s%2Fg%2F11tx6y9tpz?hl=en&entry=ttu",51.5878237,4.7770399
Venise Bar,4.0,27,Halstraat 30,Breda,,NL,http://venise-bar.nl/,+31 6 39548148,Gay bar,"https://www.google.com/maps/place/Venise+Bar/@51.5867013,4.7773026,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f875a37afab:0x5aaa39248c5b9beb!8m2!3d51.5867013!4d4.7773026!16s%2Fg%2F1hg50b5t8?hl=en&entry=ttu",51.5867013,4.7773026
Big Belly Bar & Garden,4.8,240,Prinsenkade 3,Breda,,NL,https://www.bigbellybar.nl/,+31 76 303 8776,Restaurant,"https://www.google.com/maps/place/Big+Belly+Bar+%26+Garden/@51.5887403,4.7712178,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69ff2bbafb2a5:0xea1ea37aa08a257b!8m2!3d51.5887403!4d4.7712178!16s%2Fg%2F11hptbl3s_?hl=en&entry=ttu",51.5887403,4.7712178
Bar Copa,4.4,36,Kerkplein 3,Breda,,NL,http://www.barcopa.nl/,+31 76 562 1374,Bar,"https://www.google.com/maps/place/Bar+Copa/@51.5887503,4.7755342,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fd311d58235:0xb34351fda106a091!8m2!3d51.5887503!4d4.7755342!16s%2Fg%2F11rd4pmdcl?hl=en&entry=ttu",51.5887503,4.7755342
BAAI,4.3,508,Markkade 1AB,Breda,,NL,http://www.baaibreda.nl/,+31 76 700 2713,Bar,"https://www.google.com/maps/place/BAAI/@51.5933815,4.7709072,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69fb1c144fc3f:0x63d17add2973fe87!8m2!3d51.5933815!4d4.7709072!16s%2Fg%2F11h45w6qqd?hl=en&entry=ttu",51.5933815,4.7709072
Los Olivos,4.5,193,Haagweg 431,Breda,,NL,http://www.losolivosbreda.nl/,+31 6 19861843,Tapas bar,"https://www.google.com/maps/place/Los+Olivos/@51.5776233,4.7404106,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a00586128d63:0x1d0d20e9c90818b0!8m2!3d51.5776233!4d4.7404106!16s%2Fg%2F11css6lk4w?hl=en&entry=ttu",51.5776233,4.7404106
Cranberry van de G,,0,"Achter-Emer, Weidehek 56",Breda,,NL,,+31 6 16324381,Wine store,"https://www.google.com/maps/place/Cranberry+van+de+G/@51.6158634,4.7592849,17z/data=!3m1!4b1!4m6!3m5!1s0x47c434a953d9b589:0x9c226c348852a28a!8m2!3d51.6158634!4d4.7592849!16s%2Fg%2F12hk71wvt?hl=en&entry=ttu",51.6158634,4.7592849
HEMA Breda Princenhage,4.2,109,Haagsemarkt 12,Breda,,NL,https://winkels.hema.nl/nl/breda/hema-breda-princenhage?y_source=1_MTU0NTcxOTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+31 76 515 6182,Department store,"https://www.google.com/maps/place/HEMA+Breda+Princenhage/@51.577428,4.7388023,17z/data=!3m1!4b1!4m6!3m5!1s0x47c6a00f580ad5a1:0xc48ac26138f18108!8m2!3d51.577428!4d4.7388023!16s%2Fg%2F1ptx0l7ss?hl=en&entry=ttu",51.577428,4.7388023
Flying Tiger Copenhagen,4.2,138,Karrestraat 6,Breda,,NL,https://flyingtiger.com/,,Gift shop,"https://www.google.com/maps/place/Flying+Tiger+Copenhagen/@51.5879324,4.7752803,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f870a8679db:0xaaee3df354eae54!8m2!3d51.5879324!4d4.7752803!16s%2Fg%2F11b61jkkz8?hl=en&entry=ttu",51.5879324,4.7752803
IKEA Breda,4.2,10477,Kruisweide 1,Breda,,NL,https://www.ikea.com/nl/nl/store/breda,+31 50 711 1267,Furniture store,"https://www.google.com/maps/place/IKEA+Breda/@51.5802927,4.7284744,17z/data=!3m1!4b1!4m6!3m5!1s0x47c41ffd00cb9fc7:0xb1a095dda0b83aad!8m2!3d51.5802927!4d4.7284744!16s%2Fg%2F1tscn519?hl=en&entry=ttu",51.5802927,4.7284744
Bever,4.1,451,Tolbrugstraat 7,Breda,,NL,https://www.bever.nl/winkels/breda.html,,Outdoor sports store,"https://www.google.com/maps/place/Bever/@51.5881538,4.7724795,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69f87de9b2433:0x92afe34c678f2bb4!8m2!3d51.5881538!4d4.7724795!16s%2Fg%2F1tfsm60l?hl=en&entry=ttu",51.5881538,4.7724795
Jumbo,4.1,699,Cypresstraat 21,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-cypresstraat,+31 76 531 5160,Supermarket,"https://www.google.com/maps/place/Jumbo/@51.5875883,4.7538306,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69ff58fda28b5:0xf17457f865c97846!8m2!3d51.5875883!4d4.7538306!16s%2Fg%2F1q2w7dfkb?hl=en&entry=ttu",51.5875883,4.7538306
Jumbo Foodmarkt,4.4,4060,Rat Verleghstraat 4,Breda,,NL,http://www.jumbo.com/winkels/jumbo-breda-foodmarkt,+31 76 544 3160,Supermarket,"https://www.google.com/maps/place/Jumbo+Foodmarkt/@51.593948,4.748829,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69ff0bfdbde55:0xf24f554d7166b485!8m2!3d51.593948!4d4.748829!16s%2Fg%2F12hkt3l3q?hl=en&entry=ttu",51.593948,4.748829
"420 Shop Online Headshop | bongs, grinders, pipes & vaporizers",4.8,49,Konijnenberg,Breda,,NL,https://420shop.nl/,+31 6 34848442,Store,"https://www.google.com/maps/place/420+Shop+Online+Headshop+%7C+bongs,+grinders,+pipes+%26+vaporizers/@51.6161041,4.7680807,17z/data=!3m1!4b1!4m6!3m5!1s0x47c69e240ddf3b1b:0x5b66cbd293afc99d!8m2!3d51.6161041!4d4.7680807!16s%2Fg%2F11dxntm02l?hl=en&entry=ttu",51.6161041,4.7680807
